y              dN/dy          error          
-2.994         0              0              
-2.982         0              0              
-2.97          0              0              
-2.958         0              0              
-2.946         0              0              
-2.934         0              0              
-2.922         0              0              
-2.91          0              0              
-2.898         0              0              
-2.886         0              0              
-2.874         0              0              
-2.862         0              0              
-2.85          0              0              
-2.838         0              0              
-2.826         0              0              
-2.814         0              0              
-2.802         0              0              
-2.79          0              0              
-2.778         0              0              
-2.766         0              0              
-2.754         0              0              
-2.742         0              0              
-2.73          0              0              
-2.718         0              0              
-2.706         0              0              
-2.694         0              0              
-2.682         0              0              
-2.67          0              0              
-2.658         0              0              
-2.646         0              0              
-2.634         0              0              
-2.622         0              0              
-2.61          0              0              
-2.598         0              0              
-2.586         0              0              
-2.574         0              0              
-2.562         0              0              
-2.55          0              0              
-2.538         0              0              
-2.526         0              0              
-2.514         0              0              
-2.502         0              0              
-2.49          0              0              
-2.478         0              0              
-2.466         0              0              
-2.454         0              0              
-2.442         0              0              
-2.43          0              0              
-2.418         0              0              
-2.406         0              0              
-2.394         0              0              
-2.382         0              0              
-2.37          0              0              
-2.358         0              0              
-2.346         0              0              
-2.334         0              0              
-2.322         0              0              
-2.31          0              0              
-2.298         0              0              
-2.286         0              0              
-2.274         0              0              
-2.262         0              0              
-2.25          0              0              
-2.238         0              0              
-2.226         0              0              
-2.214         0              0              
-2.202         0              0              
-2.19          0              0              
-2.178         0              0              
-2.166         0              0              
-2.154         0              0              
-2.142         0              0              
-2.13          0              0              
-2.118         0              0              
-2.106         0              0              
-2.094         0              0              
-2.082         0              0              
-2.07          0              0              
-2.058         0              0              
-2.046         0              0              
-2.034         0              0              
-2.022         0              0              
-2.01          0              0              
-1.998         0              0              
-1.986         0              0              
-1.974         0              0              
-1.962         0              0              
-1.95          0              0              
-1.938         0              0              
-1.926         0              0              
-1.914         0              0              
-1.902         0              0              
-1.89          0              0              
-1.878         0              0              
-1.866         0              0              
-1.854         0              0              
-1.842         0              0              
-1.83          0              0              
-1.818         0              0              
-1.806         0              0              
-1.794         0              0              
-1.782         0              0              
-1.77          0              0              
-1.758         0              0              
-1.746         0              0              
-1.734         0              0              
-1.722         4.16667e-06    4.16667e-06    
-1.71          4.16667e-06    4.16667e-06    
-1.698         0              0              
